ImageID,Labels,Caption
1219.jpg,9,"A group of people kiteboarding over a large body of water."
1220.jpg,1,"A wooden table with two computer monitors on top of it."
1221.jpg,9 2 1,"A white duck boat is drifting in the water."
1222.jpg,10,"A red traffic light in front of a three story building."
1223.jpg,1 3 4,"A busy street with shops and a person carting an umbrella."
1224.jpg,7,"A train coming down the tracks at the viewer."
1225.jpg,1,"A baseball player playing a game of baseball"
1226.jpg,1,"A man riding skis down a snow covered race track."
1227.jpg,1,"a man and a woman and their umbrellas"
1228.jpg,1,"A group of skiers some in costume in the snow."
1229.jpg,1,"a person walking out doors brushing her teeth"
1230.jpg,1,"A woman in a white tank top holds a cell phone."
1231.jpg,10 15,"A golden pole sits on a city street with a clock on it's top."
1232.jpg,1,"Two plates of food and a bowl of soup at a Panera Bread restaurant."
1233.jpg,1,"A man standing in a field flying a kite"
1234.jpg,1,"A group of people playing a game with frisbee in grassy field."
1235.jpg,1,"Two surfers are walking towards the ocean waves."
1236.jpg,1 15,"A man standing on top of a baseball field holding a bat."
1237.jpg,1,"A man holding a frisbee in a leaf laden park with a woman"
1238.jpg,1,"A man standing at a podium while giving a speech."
1239.jpg,8 1 3 6,"A bus traveling down the street next to a bunch of cars."
1240.jpg,5,"Colored smoke jettisons out of the back of flying airplanes."
1241.jpg,3 14,"A parking meter, sitting next a street with two cars behind it."
1242.jpg,3 6,"a rear view window of a red vehicle."
1243.jpg,1 9,"a small kid with a life vest holds on to a pole"
1244.jpg,1 9,"A man and woman pose in a glass walled room."
1245.jpg,7,"A city filled with tall buildings and a bridge over a river."
1246.jpg,16 15,"Two birds standing on a swampy patch of grass."
1247.jpg,1 2 4 15,"Several people are standing around in front of a shop at night."
1248.jpg,8 1,"a person holding a bowl of food posing for a photo"
1249.jpg,8 3 7,"A train passing down the track in the open."
1250.jpg,17,"a couple of bags are sitting on the floor"
1251.jpg,1,"An attractive young woman stands beside a surfboard."
1252.jpg,7,"A dry grass covered field surrounded by a forest."
1253.jpg,1 7,"A cake shaped like a train engine with a child seated at the table."
1254.jpg,17,"A cat peeking out from a comforter sitting on a bed."
1255.jpg,18,"A herd of cattle grazing on a grass covered field next to a brown dog."
1256.jpg,1,"A cut in half sandwich sitting on top of a napkin."
1257.jpg,1,"A surfer riding a wave in a tempestuous ocean"
1258.jpg,1 15,"A woman with black hair is sitting on a bench."
1259.jpg,1 3 4 6 8 10,"A yellow truck on street next to a bus."
1260.jpg,5 6,"A plane is parked on a airport runway."
1261.jpg,1,"A table with three different types of pizza, cutlery, and spices."
1262.jpg,1,"Female tennis player engaged in swinging tennis racket during a match."
1263.jpg,1,"A man standing by a table with two laptops and book bag."
1264.jpg,1,"A pizza that is on a metal platter."
1265.jpg,1,"A man holding a tennis racket with two hands on the green ground."
1266.jpg,1,"A man talking on a cell phone. The man is wearing a formal outfit."
1267.jpg,16 1,"a person in a kitchen with an open refrigerator"
1268.jpg,1,"a baseball game ensues as people watch"
1269.jpg,1,"A man riding skis on top of a snow covered ground."
1270.jpg,1,"A woman is jumping on a hotels bedding."
1271.jpg,1,"A man sitting at a table filled with hot dogs."
1272.jpg,1,"A person standing in a living room holding a remote."
1273.jpg,1 10 3 15,"Three people on a bench are smiling and waving."
1274.jpg,1,"hand holding a device with the words Sony Ericsson on top"
1275.jpg,1,"A young boy brushing his teeth over a sink."
1276.jpg,5,"A large airplane flying high up in the sky."
1277.jpg,1 2,"A bicycle parked up against a rust covered filthy alley wall."
1278.jpg,14,"A tall brown brick wall next to a parking meter."
1279.jpg,1,"A skateboarder doing tricks using a fence in a lot"
1280.jpg,1 3 7,"A railroad train traveling along a flower lined street"
1281.jpg,11 3 6,"a public transit bus on a city street"
1282.jpg,1,"A man in a cowboy hat throwing a frisbee."
1283.jpg,13,"The stop sign has a skull painted on it."
1284.jpg,1 2 4,"A man on a motorized bike on the side of the road."
1285.jpg,15,"a white bench sitting between two hedges"
1286.jpg,18,"A small bull dog laying on top of a blue couch."
1287.jpg,15,"A single metal bench near a lake in autumn."
1288.jpg,8 3 5,"The airplane is on the runway at the airport."
1289.jpg,1,"A man lunging down to catch a frisbee on a field."
1290.jpg,16 17 15,"Cat underneath park bench with black crow perched on top."
1291.jpg,5,"A commercial airline plane taking off into flight."
1292.jpg,1 2 3,"A half body shot of a guy on a skateboard."
1293.jpg,1 19,"A person riding a horse across a field"
1294.jpg,1,"Two beautiful young women playing a game on the Nintendo Wii."
1295.jpg,1,"A couple of people riding skis down a snow covered slope."
1296.jpg,17,"A laptop computer sitting on top of a  desk next to a plate of food."
1297.jpg,1 3 15 7,"A woman in a red tank top walks near a train track near a man in a white shirt."
1298.jpg,17,"A long haired cat sleeps on the hood of a car."
1299.jpg,1,"A hand holds a slice of pizza near a pan with the pizza on it."
1300.jpg,1 3 15,"A girl sits on a bench with mountains in the background."
1301.jpg,1,"there is a man that is looking inside of a small fridge"
1302.jpg,1 19 15,"People walking and riding horses on a dirt trail in the woods."
1303.jpg,5,"a big plane gets ready to take off"
1304.jpg,1,"The man is hitting the ball during a baseball game."
1305.jpg,1 2 3 11 15,"A bench sitting below a light pole on the side of a street."
1306.jpg,1,"a woman standing by her duffle bag in a field full of trees throwing a frisbee"
1307.jpg,1 5,"A small airplane sitting on top of an airport runway."
1308.jpg,1 2 3 4 8 16,"Young people enjoying a busy city beach area"
1309.jpg,1,"A crowd of people walking on a sidewalk and in the street."
1310.jpg,1 3,"The bears are walking past the people in their cars."
1311.jpg,1 4,"A man standing next to a motorcycle."
1312.jpg,8 1 3,"A close-up of a yellow truck with a crane on it."
1313.jpg,1,"A man doing a trick on a skateboard on a ramp."
1314.jpg,8 3 10 2,"The United States Postal Service delivers mail regardless of the weather, in this case, deep snow."
1315.jpg,1,"A woman wearing a cooks outfit and waving in a kitchen with other cooks."
1316.jpg,1 15,"Several skaters are skating and walking at a skate park."
1317.jpg,1 2 3,"Two people cross a city street on a rainy night."
1318.jpg,1,"a man that is sitting at a table with some laptops"
1319.jpg,19,"A large brown horse running down a dirt road."
1320.jpg,1 15,"A girl flying a kite around hotels at the beach."
1321.jpg,1,"A sign directing people by arrow to the nearest police station."
1322.jpg,11 1 3 4,"A red fire hydrant in the grass near a building."
1323.jpg,1,"A group of people feeding a giraffe at a zoo."
1324.jpg,11,"A red fire hydrant between a sidewalk and a road."
1325.jpg,1 2,"Man peeling painters tape from strips of wood."
1326.jpg,1,"Two baseball players walking on a baseball field."
1327.jpg,1 4,"A few men in uniform with two motorcyclists driving between them."
1328.jpg,9 3,"Several boats are docked near some buildings with fans."
1329.jpg,1 5,"a plane flying by close to the ground"
1330.jpg,1,"a man in a stall with so many bags"
1331.jpg,1,"A small boy in a red shirt trying to ride a sheep at a rodeo."
1332.jpg,1 3 6 10 15,"Red double-decker buses and a taxi on a commercial street"
1333.jpg,8,"A stylized photograph of an old, colorfully painted bus in Pakistan."
1334.jpg,1,"a man about to hit a base ball in a game"
1335.jpg,13,"A Spanish stop sign is seen with the sky and a tree in the background."
1336.jpg,1 7,"A tram is seen from the front with a sign that reads "Los Angeles"."
1337.jpg,17,"A white and grey cat wearing a small helmet."
1338.jpg,1,"A man surfing with titling that reads "spray.""
1339.jpg,1,"A couple of men lying on a bed as one looks up at something."
1340.jpg,17,"A cat sleeping in a piece of gray luggage."
1341.jpg,1 3 4,"A man sitting next to a woman at a table with food."
1342.jpg,1,"a person is sitting at the the table eating a glaze sprinkled doughnut"
1343.jpg,1,"Two pizza slices on a white plate in a crowded room."
1344.jpg,4,"a bright yellow motor bike parked inside a tent"
1345.jpg,17 18,"A large dog laying on a bed next to a cat."
1346.jpg,1,"A couple of women sitting in wooden chairs while holding black umbrella."
1347.jpg,1 15,"A group of young people playing a game of soft ball."
1348.jpg,16,"A barn sits in the middle of a grassy field with trees and clouds in the background."
1349.jpg,1,"A large pizza sitting on top of a wooden table."
1350.jpg,17,"A tan can lays on an old pair of brown shoes."
1351.jpg,7,"A city under a green sky with the sun over head."
1352.jpg,2,"A bike parked next to a store near a traffic light."
1353.jpg,1,"A young boy pitching a baseball on a baseball field."
1354.jpg,1 2,"a little kid is holding a blue umbrella"
1355.jpg,1 3,"A breakfast of fried egg on toast, milk, tea, blueberries and yogurt."
1356.jpg,1,"a person surfing a large wave at the beach"
1357.jpg,16,"Pair of giraffes in enclosure in zoo peering over side."
1358.jpg,1,"A man standing next to a gray elephant."
1359.jpg,17,"A black cat in front of a wooden bookshelf."
1360.jpg,1,"The man is giving a speech surrounded by peers."
1361.jpg,1 15,"A person stands on snow board at the top of a snowy mountain."
1362.jpg,1,"A person on skis in the air on a mountain slope."
1363.jpg,8 1 3,"A young male performing a skateboard stunt at night."
1364.jpg,1,"An old fashion picture of a man dressed formally."
1365.jpg,1,"We see a food wrapper and a woman eating a sandwich in the background."
1366.jpg,1,"there is a silver brief case that was left on the floor"
1367.jpg,1,"A woman wearing a bandanna and ugly sun glasses."
1368.jpg,7,"a old train that is parked on a old track"
1369.jpg,1,"A man eating a hot dog on a bun."
1370.jpg,1 3,"A person standing in the snow next to a car on skis."
1371.jpg,1,"a bunch of oranges that are under a building"
1372.jpg,1,"A man and two girls riding an elephant"
1373.jpg,1,"A person standing inside an open doorway to a bathroom holding a camera."
1374.jpg,7,"A train is hauling supplies across the country."
1375.jpg,8 1 10 3,"A man is repairs a traffic light from a crane on top of a truck and a car next to it"
1376.jpg,1,"a man in a red shirt playing tennis"
1377.jpg,1,"The tennis player is about to pick up the ball to serve."
1378.jpg,1,"A woman gives a thumbs-up signal while taking a slice of pizza."
1379.jpg,1 19,"Jockies are waiting on their horses for the race to start"
1380.jpg,1,"A display of pizzas at a pizza shop."
1381.jpg,16,"A grey bird perched on a tree branch"
1382.jpg,19,"A grassy field with two white horses and trees."
1383.jpg,1,"A kite is currently being flown high in the air."
1384.jpg,3 13,"A variety of street signs with trees in the background"
1385.jpg,1,"A group of workers separating banana bunches in a factory."
1386.jpg,2 3 4,"A bicycle is attached to the end of a motorcycle."
1387.jpg,1 15,"A boy in red shirt swinging a baseball bat."
1388.jpg,8,"A dump truck parked near a pile of dirt"
1389.jpg,1,"Children chase the ball during a game of soccer."
1390.jpg,1 2,"Three bicyclist riding in single file down a dirt road."
1391.jpg,1,"A boy and girl posing for a picture."
1392.jpg,1,"The snow boarder jumps over a larger tire on his snowboard."
1393.jpg,1,"a male surfer in a wet suit is surfing on a white board"
1394.jpg,1,"A group of Olympic skiers engaged in a heated competition."
1395.jpg,3 1 11,"A young woman perched upon a white fire hydrant posing with her arms stretched out."
1396.jpg,18,"A living room containing a dog beneath the staircase and a dog sitting on the steps."
1397.jpg,1 3 4,"Camel standing on roadway looking at pedestrians in large city."
1398.jpg,1 19,"A man riding a horse next to a crowd of people."
1399.jpg,1,"a group of women walking along side of an elephant."
1400.jpg,18,"A brown dog laying down on the floor."
1401.jpg,1,"an image of a guy that is sitting in a chair with hat"
1402.jpg,1,"A group of people gathered around a table making pizza."
1403.jpg,1 19,"Two horses pulling a plow in tilling the land"
1404.jpg,1 7,"A train pulling up to a station crowded with passengers."
1405.jpg,1,"A group of skiiers on a hill standing around dressed like girl scout cookies"
1406.jpg,1,"a man using a little laptop computer on a table"
1407.jpg,11 1 2 3,"A skateboarder jumps and clears a white fire hydrant."
